FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,5763,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8706,0,0,0,0,0,47,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,0,41,0.525641025641026,1.01084812623274E-07,7.88461538461538E-06,0,259678,2,16,0,0,0,1,0,7.9,497,-3,0,41,3,0,0,0,2,0,5,0,1,2.5,89664,0,0,0,0,1383,291,0,2,264,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Claudio,Yacob,MID,WBA,4400000,1,43,1.8,4.09090909090909E-07,9.77272727272727E-06,0,11482,6,26,0,0,0,0,0,9.8,203,-1,0,43,1,0.2,0,0.7,0,0,4,0,0,0.2,9388,0,286,0,0,1943,166,0,0,268,Crystal Palace,Everton,Arsenal,Man Utd,Watford,1.2,0.9,0.9,0.9,1.1,1.3,0.9,0.9,1.8,0.9,1,0.9
,Yaya Toure,MID,MCI,7300000,0,53,0.679487179487179,9.3080435546189E-08,7.26027397260274E-06,0,163138,3,14,0,0,0,4,0,7.3,2168,-7,0,53,7,0.3,0,2,6,0,4,0,0,1.3,135185,0,525,0,2,1105,9783,0,0,250,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.6,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,14171,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,460,0,227,0,0,0,4,0,0,0,Everton,Southampton,Burnley,Swansea,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4300000,0,24,2.4,5.58139534883721E-07,5.58139534883721E-06,0,28179,2,15,0,0,0,0,0,5.6,1940,-2,0,24,2,0.8,0,3.5,0,0,2,0,1,1.6,76473,0,152,0,0,900,4237,0,0,176,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,1.5,0,1.4,2.9,2.6,1.9,2.2,1.7,2.8,2.2,1.7,2.8
Ashley,Young,MID,MUN,5100000,0,7,0.0897435897435897,1.75967823026647E-08,1.37254901960784E-06,0,3500,1,3,0,0,0,0,0,1.4,27,-4,0,7,4,0.1,0,0.5,0,0,1,0,0,0.1,1351,0,178,0,0,245,42,0,0,45,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Zabaleta,DEF,MCI,4700000,0,30,0.384615384615385,8.18330605564648E-08,6.38297872340426E-06,0,82266,2,17,0,0,0,1,0,6.4,905,-3,0,30,3,0.1,0,0.5,4,0,1,0,0,1.2,52025,0,152,0,1,902,2097,0,0,173,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.4,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,5600000,3,96,4.2,7.5E-07,1.71428571428571E-05,0,722356,6,39,0,0,0,4,0,17.1,23794,1,0,96,-1,0.3,0,1.7,10,0,3,0,8,5.5,831474,0,353,0,2,1979,14789,0,0,320,West Brom,Watford,Chelsea,Southampton,Arsenal,3.5,0,5.4,3.1,3.7,3.3,5.5,2.6,5.7,3.4,5.6,4.2
Mauro,Zarate,FWD,WAT,5500000,4,8,0.102564102564103,1.86480186480187E-08,1.45454545454545E-06,0,1570,0,3,0,0,0,0,0,1.5,1112,0,0,8,0,0.5,0,2.7,0,0,0,0,1,0,2610,0,0,0,0,204,298,0,0,27,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667E-07,1.66666666666667E-06,0,44690,2,14,0,0,0,0,0,1.7,51,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44300,0,0,0,0,459,29,0,0,21,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.217948717948718,4.95337995337995E-08,3.86363636363636E-06,0,16233,0,16,0,18,0,0,0,3.9,123,-1,0,17,1,0,0,0,0,0,1,0,0,0.3,13207,0,0,0,0,754,20,0,0,119,Hull City,West Ham,Stoke,Sunderland,Everton,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2377,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,1,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5300000,1,2,0.0256410256410256,4.83792936623125E-09,3.77358490566038E-07,0,7644,0,1,0,0,0,0,0,0.4,58,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0.2,2166,0,185,0,0,9,37,0,0,10,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4200000,0,33,0.423076923076923,1.00732600732601E-07,7.85714285714286E-06,0,117057,1,13,0,0,0,1,0,7.9,1406,-3,0,33,3,0,0,0,2,0,1,0,1,1.2,126131,0,0,0,1,710,637,0,0,156,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
